trade_date,symbol,name,source_id,source_name,source_type,source_version,rank,score,score_scale,horizon,suggested_action,action_label,entry_allowed,reason_summary,business_source_name,entry_date,entry_open,market_regime,market_detail,market_detail_label,default_action,water_score,reason_top3,csi1000_return_5d_pct,csi1000_return_20d_pct,all_up_ratio_1d,all_up_ratio_3d,all_up_ratio_5d,all_up_ratio_10d,all_up_ratio_20d,all_med_ret_1d,all_med_ret_3d,all_med_ret_5d,all_med_ret_10d,all_med_ret_20d,small_up_ratio_1d,small_up_ratio_3d,small_up_ratio_5d,small_up_ratio_10d,small_up_ratio_20d,small_med_ret_1d,small_med_ret_3d,small_med_ret_5d,small_med_ret_10d,small_med_ret_20d,large_up_ratio_1d,large_up_ratio_3d,large_up_ratio_5d,large_up_ratio_10d,large_up_ratio_20d,large_med_ret_1d,large_med_ret_3d,large_med_ret_5d,large_med_ret_10d,large_med_ret_20d,full_5d,days_5d,mfe_5d_pct,mae_5d_pct,close_5d_pct,pitfall_5d,pitfall_reason_5d,full_10d,days_10d,mfe_10d_pct,mae_10d_pct,close_10d_pct,pitfall_10d,pitfall_reason_10d,full_22d,days_22d,mfe_22d_pct,mae_22d_pct,close_22d_pct,pitfall_22d,pitfall_reason_22d,buyable,spark_score_bucket,rank_bucket
2026-03-23,sh600683,sh600683,spark_opportunity_selector,星火机会模型 1.0,model,1.0,3,34.000466,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，L2主力净流入强、主动买入强,星火机会模型,2026-03-24,10.81,defense,defense_active_decline,防守-持续下跌,暂停新开仓,2.5139,5日全市场上涨占比5.1%；5日全市场中位涨跌幅-10.7%；5日小盘上涨占比3.7%,-9.769949325151906,-9.698222366451647,6.2088,5.519,5.1113,9.0624,14.8322,-5.3191,-9.8655,-10.7466,-10.6473,-12.9187,3.6596,3.1489,3.6596,6.0426,8.0,-6.0219,-11.0067,-11.7647,-11.9165,-14.7059,7.967,7.5549,5.7692,13.3242,23.489,-4.0955,-7.2735,-8.1838,-7.6429,-9.1283,1,5,6.1055,-13.9685,-6.383,1,收盘亏5%且最大浮亏8%,1,10,6.1055,-21.4616,-19.9815,1,收盘亏5%且最大浮亏8%,1,22,27.197,-21.4616,23.0342,1,最大浮亏8%,1,<35,top3
2026-03-23,sh600617,sh600617,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,1,76.24,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-24,4.06,defense,defense_active_decline,防守-持续下跌,暂停新开仓,2.5139,5日全市场上涨占比5.1%；5日全市场中位涨跌幅-10.7%；5日小盘上涨占比3.7%,-9.769949325151906,-9.698222366451647,6.2088,5.519,5.1113,9.0624,14.8322,-5.3191,-9.8655,-10.7466,-10.6473,-12.9187,3.6596,3.1489,3.6596,6.0426,8.0,-6.0219,-11.0067,-11.7647,-11.9165,-14.7059,7.967,7.5549,5.7692,13.3242,23.489,-4.0955,-7.2735,-8.1838,-7.6429,-9.1283,1,5,13.7931,-5.665,0.7389,0,,1,10,13.7931,-20.6897,-15.5172,1,收盘亏5%且最大浮亏8%,1,22,13.7931,-22.4138,-17.9803,1,收盘亏5%且最大浮亏8%,0,,top1
2026-03-23,sh600032,sh600032,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,2,75.12,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-24,10.83,defense,defense_active_decline,防守-持续下跌,暂停新开仓,2.5139,5日全市场上涨占比5.1%；5日全市场中位涨跌幅-10.7%；5日小盘上涨占比3.7%,-9.769949325151906,-9.698222366451647,6.2088,5.519,5.1113,9.0624,14.8322,-5.3191,-9.8655,-10.7466,-10.6473,-12.9187,3.6596,3.1489,3.6596,6.0426,8.0,-6.0219,-11.0067,-11.7647,-11.9165,-14.7059,7.967,7.5549,5.7692,13.3242,23.489,-4.0955,-7.2735,-8.1838,-7.6429,-9.1283,1,5,30.1939,-7.1099,-1.9391,0,,1,10,30.1939,-18.3749,-16.2512,1,收盘亏5%且最大浮亏8%,1,22,30.1939,-18.3749,11.265,1,最大浮亏8%,0,,top3
2026-03-23,sz001258,sz001258,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,3,74.54,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-24,10.62,defense,defense_active_decline,防守-持续下跌,暂停新开仓,2.5139,5日全市场上涨占比5.1%；5日全市场中位涨跌幅-10.7%；5日小盘上涨占比3.7%,-9.769949325151906,-9.698222366451647,6.2088,5.519,5.1113,9.0624,14.8322,-5.3191,-9.8655,-10.7466,-10.6473,-12.9187,3.6596,3.1489,3.6596,6.0426,8.0,-6.0219,-11.0067,-11.7647,-11.9165,-14.7059,7.967,7.5549,5.7692,13.3242,23.489,-4.0955,-7.2735,-8.1838,-7.6429,-9.1283,1,5,16.1017,-10.9228,-8.5687,1,收盘亏5%且最大浮亏8%,1,10,16.1017,-21.3748,-20.2448,1,收盘亏5%且最大浮亏8%,1,22,16.1017,-21.3748,-9.7928,1,收盘亏5%且最大浮亏8%,0,,top3
2026-03-23,sh605117,sh605117,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,4,74.34,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-24,135.43,defense,defense_active_decline,防守-持续下跌,暂停新开仓,2.5139,5日全市场上涨占比5.1%；5日全市场中位涨跌幅-10.7%；5日小盘上涨占比3.7%,-9.769949325151906,-9.698222366451647,6.2088,5.519,5.1113,9.0624,14.8322,-5.3191,-9.8655,-10.7466,-10.6473,-12.9187,3.6596,3.1489,3.6596,6.0426,8.0,-6.0219,-11.0067,-11.7647,-11.9165,-14.7059,7.967,7.5549,5.7692,13.3242,23.489,-4.0955,-7.2735,-8.1838,-7.6429,-9.1283,1,5,0.4209,-6.7046,-3.9135,0,,1,10,1.0707,-11.4819,-7.9598,1,收盘亏5%且最大浮亏8%,1,22,13.387,-11.4819,9.8723,1,最大浮亏8%,0,,top5
2026-03-23,sh600310,sh600310,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,5,73.85,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-24,4.92,defense,defense_active_decline,防守-持续下跌,暂停新开仓,2.5139,5日全市场上涨占比5.1%；5日全市场中位涨跌幅-10.7%；5日小盘上涨占比3.7%,-9.769949325151906,-9.698222366451647,6.2088,5.519,5.1113,9.0624,14.8322,-5.3191,-9.8655,-10.7466,-10.6473,-12.9187,3.6596,3.1489,3.6596,6.0426,8.0,-6.0219,-11.0067,-11.7647,-11.9165,-14.7059,7.967,7.5549,5.7692,13.3242,23.489,-4.0955,-7.2735,-8.1838,-7.6429,-9.1283,1,5,47.561,-3.4553,28.4553,0,,1,10,47.561,-10.7724,-4.878,1,最大浮亏8%,1,22,47.561,-11.5854,7.3171,1,最大浮亏8%,0,,top5
2026-03-24,sh603738,sh603738,spark_opportunity_selector,星火机会模型 1.0,model,1.0,1,37.947897,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、资金潜伏特征较强、L2主力净流入强、主动买入强,星火机会模型,2026-03-25,26.02,defense,defense_active_decline,防守-持续下跌,暂停新开仓,7.4618,5日全市场上涨占比11.3%；5日全市场中位涨跌幅-6.4%；5日小盘上涨占比7.7%,-5.224532123509585,-8.42087862549935,93.8852,11.571,11.2888,11.9473,17.9367,3.1977,-4.4783,-6.3802,-8.8525,-10.105,96.1735,6.8878,7.7381,6.9728,10.4592,4.2941,-4.8373,-6.5728,-9.4098,-10.9363,90.3846,17.7198,14.4231,18.6813,27.8846,2.0619,-3.4202,-5.3692,-7.1552,-7.7857,1,5,3.6126,-10.5688,-0.3843,1,最大浮亏8%,1,10,5.1499,-10.5688,0.6533,1,最大浮亏8%,1,22,56.4181,-10.5688,52.9977,1,最大浮亏8%,1,35-40,top1
2026-03-24,sz002025,sz002025,spark_opportunity_selector,星火机会模型 1.0,model,1.0,2,35.907953,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构强、L2主力净流入强、主动买入强、出货压力不高,星火机会模型,2026-03-25,67.0,defense,defense_active_decline,防守-持续下跌,暂停新开仓,7.4618,5日全市场上涨占比11.3%；5日全市场中位涨跌幅-6.4%；5日小盘上涨占比7.7%,-5.224532123509585,-8.42087862549935,93.8852,11.571,11.2888,11.9473,17.9367,3.1977,-4.4783,-6.3802,-8.8525,-10.105,96.1735,6.8878,7.7381,6.9728,10.4592,4.2941,-4.8373,-6.5728,-9.4098,-10.9363,90.3846,17.7198,14.4231,18.6813,27.8846,2.0619,-3.4202,-5.3692,-7.1552,-7.7857,1,5,2.2388,-12.9701,-6.1642,1,收盘亏5%且最大浮亏8%,1,10,8.209,-12.9701,6.1343,1,最大浮亏8%,1,22,24.8209,-12.9701,14.6418,1,最大浮亏8%,1,35-40,top3
2026-03-24,sz000815,sz000815,spark_opportunity_selector,星火机会模型 1.0,model,1.0,3,35.549123,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、出货压力不高,星火机会模型,2026-03-25,20.81,defense,defense_active_decline,防守-持续下跌,暂停新开仓,7.4618,5日全市场上涨占比11.3%；5日全市场中位涨跌幅-6.4%；5日小盘上涨占比7.7%,-5.224532123509585,-8.42087862549935,93.8852,11.571,11.2888,11.9473,17.9367,3.1977,-4.4783,-6.3802,-8.8525,-10.105,96.1735,6.8878,7.7381,6.9728,10.4592,4.2941,-4.8373,-6.5728,-9.4098,-10.9363,90.3846,17.7198,14.4231,18.6813,27.8846,2.0619,-3.4202,-5.3692,-7.1552,-7.7857,1,5,8.6977,-9.6108,-9.5627,1,收盘亏5%且最大浮亏8%,1,10,8.6977,-13.7914,-2.4027,1,最大浮亏8%,1,22,11.0043,-13.7914,-7.8808,1,收盘亏5%且最大浮亏8%,1,35-40,top3
2026-03-24,sz001258,sz001258,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,1,80.55,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-25,10.88,defense,defense_active_decline,防守-持续下跌,暂停新开仓,7.4618,5日全市场上涨占比11.3%；5日全市场中位涨跌幅-6.4%；5日小盘上涨占比7.7%,-5.224532123509585,-8.42087862549935,93.8852,11.571,11.2888,11.9473,17.9367,3.1977,-4.4783,-6.3802,-8.8525,-10.105,96.1735,6.8878,7.7381,6.9728,10.4592,4.2941,-4.8373,-6.5728,-9.4098,-10.9363,90.3846,17.7198,14.4231,18.6813,27.8846,2.0619,-3.4202,-5.3692,-7.1552,-7.7857,1,5,13.3272,-16.3603,-16.0846,1,收盘亏5%且最大浮亏8%,1,10,13.3272,-23.2537,-20.7721,1,收盘亏5%且最大浮亏8%,1,22,13.3272,-23.2537,-16.2684,1,收盘亏5%且最大浮亏8%,0,,top1
2026-03-24,sh603738,sh603738,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,2,72.89,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-25,26.02,defense,defense_active_decline,防守-持续下跌,暂停新开仓,7.4618,5日全市场上涨占比11.3%；5日全市场中位涨跌幅-6.4%；5日小盘上涨占比7.7%,-5.224532123509585,-8.42087862549935,93.8852,11.571,11.2888,11.9473,17.9367,3.1977,-4.4783,-6.3802,-8.8525,-10.105,96.1735,6.8878,7.7381,6.9728,10.4592,4.2941,-4.8373,-6.5728,-9.4098,-10.9363,90.3846,17.7198,14.4231,18.6813,27.8846,2.0619,-3.4202,-5.3692,-7.1552,-7.7857,1,5,3.6126,-10.5688,-0.3843,1,最大浮亏8%,1,10,5.1499,-10.5688,0.6533,1,最大浮亏8%,1,22,56.4181,-10.5688,52.9977,1,最大浮亏8%,0,,top3
2026-03-24,sh605299,sh605299,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,3,70.8,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-25,16.1,defense,defense_active_decline,防守-持续下跌,暂停新开仓,7.4618,5日全市场上涨占比11.3%；5日全市场中位涨跌幅-6.4%；5日小盘上涨占比7.7%,-5.224532123509585,-8.42087862549935,93.8852,11.571,11.2888,11.9473,17.9367,3.1977,-4.4783,-6.3802,-8.8525,-10.105,96.1735,6.8878,7.7381,6.9728,10.4592,4.2941,-4.8373,-6.5728,-9.4098,-10.9363,90.3846,17.7198,14.4231,18.6813,27.8846,2.0619,-3.4202,-5.3692,-7.1552,-7.7857,1,5,32.4845,0.0,32.4845,0,,1,10,48.9441,0.0,34.5342,0,,1,22,48.9441,0.0,30.0,0,,0,,top3
2026-03-25,sh601778,sh601778,spark_opportunity_selector,星火机会模型 1.0,model,1.0,1,37.244038,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、资金潜伏特征较强、L2主力净流入强、主动买入强,星火机会模型,2026-03-26,5.8,defense,defense_repair,防守-修复观察,暂停新开仓,13.1673,5日全市场上涨占比14.2%；5日全市场中位涨跌幅-5.0%；5日小盘上涨占比10.3%,-4.2661626094960265,-8.012389591038382,90.7779,44.542,14.1782,13.9586,19.8871,1.8122,-0.3769,-4.9603,-6.892,-9.047,93.3673,50.1701,10.2891,10.4592,13.6054,1.9927,0.0719,-5.285,-6.9063,-9.565,88.7363,42.1703,19.5055,17.9945,28.8462,1.6767,-0.5179,-3.9607,-6.2714,-7.5136,1,5,1.3793,-15.8621,-14.1379,1,收盘亏5%且最大浮亏8%,1,10,1.3793,-20.0,-12.4138,1,收盘亏5%且最大浮亏8%,1,22,35.8621,-20.0,19.6552,1,最大浮亏8%,1,35-40,top1
2026-03-25,sz002428,sz002428,spark_opportunity_selector,星火机会模型 1.0,model,1.0,2,34.637144,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、L2主力净流入强、主动买入强,星火机会模型,2026-03-26,48.2,defense,defense_repair,防守-修复观察,暂停新开仓,13.1673,5日全市场上涨占比14.2%；5日全市场中位涨跌幅-5.0%；5日小盘上涨占比10.3%,-4.2661626094960265,-8.012389591038382,90.7779,44.542,14.1782,13.9586,19.8871,1.8122,-0.3769,-4.9603,-6.892,-9.047,93.3673,50.1701,10.2891,10.4592,13.6054,1.9927,0.0719,-5.285,-6.9063,-9.565,88.7363,42.1703,19.5055,17.9945,28.8462,1.6767,-0.5179,-3.9607,-6.2714,-7.5136,1,5,12.6556,-6.888,3.527,0,,1,10,17.6349,-6.888,15.332,0,,1,22,71.7012,-6.888,51.0373,0,,1,<35,top3
2026-03-25,sz002053,sz002053,spark_opportunity_selector,星火机会模型 1.0,model,1.0,3,34.261908,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构强、资金潜伏特征较强、L2主力净流入强、主动买入强,星火机会模型,2026-03-26,13.67,defense,defense_repair,防守-修复观察,暂停新开仓,13.1673,5日全市场上涨占比14.2%；5日全市场中位涨跌幅-5.0%；5日小盘上涨占比10.3%,-4.2661626094960265,-8.012389591038382,90.7779,44.542,14.1782,13.9586,19.8871,1.8122,-0.3769,-4.9603,-6.892,-9.047,93.3673,50.1701,10.2891,10.4592,13.6054,1.9927,0.0719,-5.285,-6.9063,-9.565,88.7363,42.1703,19.5055,17.9945,28.8462,1.6767,-0.5179,-3.9607,-6.2714,-7.5136,1,5,4.1697,-12.6554,-12.1434,1,收盘亏5%且最大浮亏8%,1,10,4.1697,-21.6533,-17.7762,1,收盘亏5%且最大浮亏8%,1,22,4.1697,-21.6533,-15.7279,1,收盘亏5%且最大浮亏8%,1,<35,top3
2026-03-25,sz002326,sz002326,stable_capital_callback,资金流回调稳健,rule_strategy,S01-M05-conservative-combined-risk,1,79.4,raw,swing,candidate_buy,可买入,1,启动后回调承接确认；风险标签 0 个,资金流回调稳健策略,2026-03-26,22.1,defense,defense_repair,防守-修复观察,暂停新开仓,13.1673,5日全市场上涨占比14.2%；5日全市场中位涨跌幅-5.0%；5日小盘上涨占比10.3%,-4.2661626094960265,-8.012389591038382,90.7779,44.542,14.1782,13.9586,19.8871,1.8122,-0.3769,-4.9603,-6.892,-9.047,93.3673,50.1701,10.2891,10.4592,13.6054,1.9927,0.0719,-5.285,-6.9063,-9.565,88.7363,42.1703,19.5055,17.9945,28.8462,1.6767,-0.5179,-3.9607,-6.2714,-7.5136,1,5,8.009,-0.543,5.2036,0,,1,10,8.009,-0.9955,4.2081,0,,1,22,25.3394,-0.9955,23.1674,0,,1,,top1
2026-03-25,sh603738,sh603738,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,1,73.64,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-26,24.8,defense,defense_repair,防守-修复观察,暂停新开仓,13.1673,5日全市场上涨占比14.2%；5日全市场中位涨跌幅-5.0%；5日小盘上涨占比10.3%,-4.2661626094960265,-8.012389591038382,90.7779,44.542,14.1782,13.9586,19.8871,1.8122,-0.3769,-4.9603,-6.892,-9.047,93.3673,50.1701,10.2891,10.4592,13.6054,1.9927,0.0719,-5.285,-6.9063,-9.565,88.7363,42.1703,19.5055,17.9945,28.8462,1.6767,-0.5179,-3.9607,-6.2714,-7.5136,1,5,10.3226,-6.1694,6.0484,0,,1,10,10.3226,-6.1694,2.379,0,,1,22,73.3871,-6.1694,56.9758,0,,0,,top1
2026-03-25,sz000509,sz000509,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,2,72.88,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-26,4.58,defense,defense_repair,防守-修复观察,暂停新开仓,13.1673,5日全市场上涨占比14.2%；5日全市场中位涨跌幅-5.0%；5日小盘上涨占比10.3%,-4.2661626094960265,-8.012389591038382,90.7779,44.542,14.1782,13.9586,19.8871,1.8122,-0.3769,-4.9603,-6.892,-9.047,93.3673,50.1701,10.2891,10.4592,13.6054,1.9927,0.0719,-5.285,-6.9063,-9.565,88.7363,42.1703,19.5055,17.9945,28.8462,1.6767,-0.5179,-3.9607,-6.2714,-7.5136,1,5,0.655,-16.5939,-16.1572,1,收盘亏5%且最大浮亏8%,1,10,0.655,-24.4541,-20.0873,1,收盘亏5%且最大浮亏8%,1,22,0.655,-25.7642,-22.9258,1,收盘亏5%且最大浮亏8%,0,,top3
2026-03-25,sh603115,sh603115,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,3,70.96,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-26,38.0,defense,defense_repair,防守-修复观察,暂停新开仓,13.1673,5日全市场上涨占比14.2%；5日全市场中位涨跌幅-5.0%；5日小盘上涨占比10.3%,-4.2661626094960265,-8.012389591038382,90.7779,44.542,14.1782,13.9586,19.8871,1.8122,-0.3769,-4.9603,-6.892,-9.047,93.3673,50.1701,10.2891,10.4592,13.6054,1.9927,0.0719,-5.285,-6.9063,-9.565,88.7363,42.1703,19.5055,17.9945,28.8462,1.6767,-0.5179,-3.9607,-6.2714,-7.5136,1,5,27.2368,-1.0263,23.2895,0,,1,10,27.2368,-1.0263,19.0263,0,,1,22,62.8421,-1.0263,54.8158,0,,0,,top3
2026-03-26,sz002468,sz002468,spark_opportunity_selector,星火机会模型 1.0,model,1.0,1,32.48288,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、资金潜伏特征较强、L2主力净流入强、主动买入强,星火机会模型,2026-03-27,14.9,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,5.1678,-0.6711,1.6107,0,,1,10,6.0403,-0.6711,5.1678,0,,1,22,21.3423,-0.8054,11.0738,0,,1,<35,top1
2026-03-26,sh603618,sh603618,spark_opportunity_selector,星火机会模型 1.0,model,1.0,2,30.964068,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好,星火机会模型,2026-03-27,21.46,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,36.9059,-3.6347,29.9161,0,,1,10,40.261,-3.6347,12.3952,0,,1,22,54.3802,-3.6347,35.4147,0,,1,<35,top3
2026-03-26,sz000908,sz000908,spark_opportunity_selector,星火机会模型 1.0,model,1.0,3,30.471052,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，L2主力净流入强、主动买入强、出货压力不高,星火机会模型,2026-03-27,7.74,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,10.7235,-4.7804,-2.8424,0,,1,10,10.7235,-10.9819,-6.9767,1,收盘亏5%且最大浮亏8%,1,22,10.7235,-10.9819,-3.6176,1,最大浮亏8%,1,<35,top3
2026-03-26,sz002517,sz002517,stable_capital_callback,资金流回调稳健,rule_strategy,S01-M05-conservative-combined-risk,1,100.0,raw,swing,candidate_buy,可买入,1,启动后回调承接确认；风险标签 1 个,资金流回调稳健策略,2026-03-27,17.69,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,8.2533,-0.2261,5.9921,0,,1,10,16.1108,-0.2261,14.1323,0,,1,22,16.1108,-6.1051,-2.2046,0,,1,,top1
2026-03-26,sh603979,sh603979,stable_capital_callback,资金流回调稳健,rule_strategy,S01-M05-conservative-combined-risk,2,92.67,raw,swing,candidate_buy,可买入,1,启动后回调承接确认；风险标签 1 个,资金流回调稳健策略,2026-03-27,56.49,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,8.7449,-2.2482,3.0625,0,,1,10,10.8161,-2.2482,7.5412,0,,1,22,16.9233,-2.2482,6.7446,0,,1,,top3
2026-03-26,sz002493,sz002493,stable_capital_callback,资金流回调稳健,rule_strategy,S01-M05-conservative-combined-risk,3,86.96,raw,swing,candidate_buy,可买入,1,启动后回调承接确认；风险标签 1 个,资金流回调稳健策略,2026-03-27,11.68,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,8.0479,-0.5993,4.2808,0,,1,10,11.9863,-0.5993,8.2192,0,,1,22,12.3288,-0.8562,11.5582,0,,1,,top3
2026-03-26,sh605376,sh605376,stable_capital_callback,资金流回调稳健,rule_strategy,S01-M05-conservative-combined-risk,4,88.95,raw,swing,candidate_buy,可买入,1,启动后回调承接确认；风险标签 0 个,资金流回调稳健策略,2026-03-27,89.6,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,10.0335,-1.4955,5.558,0,,1,10,23.4152,-1.4955,17.0982,0,,1,22,41.7411,-1.4955,36.8527,0,,1,,top5
2026-03-26,sz001270,sz001270,stable_capital_callback,资金流回调稳健,rule_strategy,S01-M05-conservative-combined-risk,5,81.68,raw,swing,candidate_buy,可买入,1,启动后回调承接确认；风险标签 1 个,资金流回调稳健策略,2026-03-27,105.01,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,14.751,-4.0091,8.0945,0,,1,10,21.6836,-4.0091,17.1127,0,,1,22,53.2997,-4.0091,33.9872,0,,1,,top5
2026-03-26,sh603115,sh603115,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,1,79.28,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-27,38.5,defense,defense_repair,防守-修复观察,暂停新开仓,17.8013,5日全市场上涨占比19.8%；5日全市场中位涨跌幅-3.8%；5日小盘上涨占比14.7%,-3.41193710748966,-10.025667980583696,19.2658,88.0766,19.7992,12.6451,18.45,-1.3072,3.8904,-3.8298,-7.5153,-10.004,15.7581,93.4412,14.6508,10.8177,13.0324,-1.2594,5.1578,-4.0445,-7.2058,-10.3557,21.1538,80.2198,26.511,14.6978,26.2363,-1.4071,2.5655,-3.2146,-7.5907,-8.7432,1,5,25.5844,-1.2987,13.7143,0,,1,10,25.5844,-1.2987,11.3766,0,,1,22,60.7273,-1.2987,49.7403,0,,0,,top1
